Id,CpuId,ThreadNum,CpuNum,LoopCount,NumAcquire,HoldTime,CombineTime,Locktype
9,9,32,31,27864789,15457,464,,RCL
10,10,32,31,9191147,15457,155,,RCL
11,11,32,31,27878325,15457,464,,RCL
12,12,32,31,9176712,15440,155,,RCL
13,13,32,31,27886940,15457,464,,RCL
14,14,32,31,9102906,15457,155,,RCL
15,15,32,31,28006610,15457,464,,RCL
16,16,32,31,9347254,15457,155,,RCL
17,17,32,31,27824006,15455,464,,RCL
18,18,32,31,9111691,15457,155,,RCL
19,19,32,31,27822205,15457,464,,RCL
20,20,32,31,9120868,15457,155,,RCL
21,21,32,31,27812920,15452,464,,RCL
22,22,32,31,9119028,15445,155,,RCL
23,23,32,31,27813503,15456,464,,RCL
24,24,32,31,9121561,15456,155,,RCL
25,25,32,31,27883264,15456,464,,RCL
26,26,32,31,9191130,15456,155,,RCL
27,27,32,31,27874208,15456,464,,RCL
28,28,32,31,9187712,15456,155,,RCL
29,29,32,31,28015617,15455,464,,RCL
30,30,32,31,9102528,15455,155,,RCL
31,0,32,31,27889021,15455,464,,RCL
